state,city,population,location
Illinois,Dunfermline village,300,"Dunfermline village, Illinois"
Illinois,Sterling city,15370,"Sterling city, Illinois"
Illinois,Berkeley village,5209,"Berkeley village, Illinois"
Illinois,Kansas village,787,"Kansas village, Illinois"
Illinois,Tampico village,790,"Tampico village, Illinois"
Illinois,Cambria village,1228,"Cambria village, Illinois"
Illinois,Belle Rive village,361,"Belle Rive village, Illinois"
Illinois,Thayer village,693,"Thayer village, Illinois"
Illinois,Yates City village,693,"Yates City village, Illinois"
Illinois,Wilmington village,142,"Wilmington village, Illinois"
Illinois,Kilbourne village,302,"Kilbourne village, Illinois"
Illinois,Kingston Mines village,302,"Kingston Mines village, Illinois"
Illinois,Joppa village,360,"Joppa village, Illinois"
Illinois,Dunlap village,1386,"Dunlap village, Illinois"
Illinois,Saybrook village,693,"Saybrook village, Illinois"
Illinois,Seneca village,2371,"Seneca village, Illinois"
Illinois,Walnut Hill village,108,"Walnut Hill village, Illinois"
Illinois,Berwyn city,56657,"Berwyn city, Illinois"
Illinois,Braceville village,793,"Braceville village, Illinois"
Illinois,Jeisyville village,107,"Jeisyville village, Illinois"
Illinois,Media village,107,"Media village, Illinois"
Illinois,Carmi city,5240,"Carmi city, Illinois"
Illinois,Davis Junction village,2373,"Davis Junction village, Illinois"
Illinois,La Rose village,144,"La Rose village, Illinois"
Illinois,Pontiac city,11931,"Pontiac city, Illinois"
Illinois,Paxton city,4473,"Paxton city, Illinois"
Illinois,Old Ripley village,108,"Old Ripley village, Illinois"
Illinois,Taylor Springs village,690,"Taylor Springs village, Illinois"
Illinois,Orland Park village,56767,"Orland Park village, Illinois"
Illinois,Tinley Park village,56703,"Tinley Park village, Illinois"
Illinois,La Grange village,15550,"La Grange village, Illinois"
Illinois,Elizabethtown village,299,"Elizabethtown village, Illinois"
Illinois,Oak Lawn village,56690,"Oak Lawn village, Illinois"
Illinois,Tuscola city,4480,"Tuscola city, Illinois"
Illinois,Hanna City village,1225,"Hanna City village, Illinois"
Illinois,Ellis Grove village,363,"Ellis Grove village, Illinois"
Illinois,Shorewood village,15615,"Shorewood village, Illinois"
Illinois,Buckingham village,300,"Buckingham village, Illinois"
Illinois,Tonica village,768,"Tonica village, Illinois"
Illinois,Minier village,1252,"Minier village, Illinois"
Illinois,La Moille village,726,"La Moille village, Illinois"
Illinois,Millbrook village,335,"Millbrook village, Illinois"
Illinois,Shelbyville city,4700,"Shelbyville city, Illinois"
Illinois,Watson village,754,"Watson village, Illinois"
Illinois,Kenilworth village,2513,"Kenilworth village, Illinois"
Illinois,Stone Park village,4946,"Stone Park village, Illinois"
Illinois,Glenview village,44692,"Glenview village, Illinois"
Illinois,Maple Park village,1310,"Maple Park village, Illinois"
Illinois,Belleville city,44478,"Belleville city, Illinois"
Illinois,White Hall city,2520,"White Hall city, Illinois"
Illinois,Otterville town,126,"Otterville town, Illinois"
Illinois,Waverly city,1307,"Waverly city, Illinois"
Illinois,Milford village,1306,"Milford village, Illinois"
Illinois,Olmsted village,333,"Olmsted village, Illinois"
Illinois,Bath village,333,"Bath village, Illinois"
Illinois,Galva city,2589,"Galva city, Illinois"
Illinois,Diamond village,2527,"Diamond village, Illinois"
Illinois,Hazel Crest village,14100,"Hazel Crest village, Illinois"
Illinois,Alma village,320,"Alma village, Illinois"
Illinois,Dongola village,726,"Dongola village, Illinois"
Illinois,Campbell Hill village,336,"Campbell Hill village, Illinois"
Illinois,New Douglas village,319,"New Douglas village, Illinois"
Illinois,Moline city,43483,"Moline city, Illinois"
Illinois,Olympia Fields village,4988,"Olympia Fields village, Illinois"
Illinois,Winslow village,338,"Winslow village, Illinois"
Illinois,Hillcrest village,1326,"Hillcrest village, Illinois"
Illinois,DeKalb city,43862,"DeKalb city, Illinois"
Illinois,Warrenville city,13140,"Warrenville city, Illinois"
Illinois,Cave-In-Rock village,318,"Cave-In-Rock village, Illinois"
Illinois,Rutland village,318,"Rutland village, Illinois"
Illinois,Norris City village,1275,"Norris City village, Illinois"
Illinois,Matherville village,723,"Matherville village, Illinois"
Illinois,Amboy city,2500,"Amboy city, Illinois"
Illinois,Farmersville village,724,"Farmersville village, Illinois"
Illinois,Elmhurst city,44121,"Elmhurst city, Illinois"
Illinois,Shannon village,757,"Shannon village, Illinois"
Illinois,Lee village,337,"Lee village, Illinois"
Illinois,Grantfork village,337,"Grantfork village, Illinois"
Illinois,Hennepin village,757,"Hennepin village, Illinois"
Illinois,Barry city,1318,"Barry city, Illinois"
Illinois,Forest Park village,14167,"Forest Park village, Illinois"
Illinois,Swansea village,13430,"Swansea village, Illinois"
Illinois,Eagarville village,127,"Eagarville village, Illinois"
Illinois,Little York village,331,"Little York village, Illinois"
Illinois,Flat Rock village,331,"Flat Rock village, Illinois"
Illinois,Middletown village,324,"Middletown village, Illinois"
Illinois,Woodland village,324,"Woodland village, Illinois"
Illinois,Junction village,129,"Junction village, Illinois"
Illinois,Hanaford village,327,"Hanaford village, Illinois"
Illinois,Beach Park village,13638,"Beach Park village, Illinois"
Illinois,Richton Park village,13646,"Richton Park village, Illinois"
Illinois,Liverpool village,129,"Liverpool village, Illinois"
Illinois,Fox River Grove village,4854,"Fox River Grove village, Illinois"
Illinois,Aroma Park village,743,"Aroma Park village, Illinois"
Illinois,Naples town,130,"Naples town, Illinois"
Illinois,Leonore village,130,"Leonore village, Illinois"
Illinois,Palos Park village,4847,"Palos Park village, Illinois"
Illinois,Toulon city,1292,"Toulon city, Illinois"
Illinois,Vernon village,129,"Vernon village, Illinois"
Illinois,Kenney village,326,"Kenney village, Illinois"
Illinois,Streator city,13710,"Streator city, Illinois"
Illinois,Cuba city,1294,"Cuba city, Illinois"
Illinois,Cedarville village,741,"Cedarville village, Illinois"
Illinois,Wood Dale city,13770,"Wood Dale city, Illinois"
Illinois,Morris city,13636,"Morris city, Illinois"
Illinois,Mound Station village,122,"Mound Station village, Illinois"
Illinois,Wauconda village,13603,"Wauconda village, Illinois"
Illinois,Kampsville village,328,"Kampsville village, Illinois"
Illinois,Tower Lakes village,1283,"Tower Lakes village, Illinois"
Illinois,Hickory Hills city,14049,"Hickory Hills city, Illinois"
Illinois,Potomac village,750,"Potomac village, Illinois"
Illinois,Easton village,321,"Easton village, Illinois"
Illinois,Robbins village,5337,"Robbins village, Illinois"
Illinois,Stewardson village,734,"Stewardson village, Illinois"
Illinois,Fillmore village,330,"Fillmore village, Illinois"
Illinois,Downers Grove village,47833,"Downers Grove village, Illinois"
Illinois,Brooklyn village,749,"Brooklyn village, Illinois"
Illinois,Brocton village,322,"Brocton village, Illinois"
Illinois,Bureau Junction village,322,"Bureau Junction village, Illinois"
Illinois,Windsor village,748,"Windsor village, Illinois"
Illinois,Bishop Hill village,128,"Bishop Hill village, Illinois"
Illinois,Hamburg village,128,"Hamburg village, Illinois"
Illinois,Riverdale village,13549,"Riverdale village, Illinois"
Illinois,Auburn city,4771,"Auburn city, Illinois"
Illinois,Virgil village,329,"Virgil village, Illinois"
Illinois,La Grange Park village,13579,"La Grange Park village, Illinois"
Illinois,Loami village,745,"Loami village, Illinois"
Illinois,Crossville village,745,"Crossville village, Illinois"
Illinois,Centralia city,13032,"Centralia city, Illinois"
Illinois,Browns village,134,"Browns village, Illinois"
Illinois,Brownstown village,759,"Brownstown village, Illinois"
Illinois,Bradford village,768,"Bradford village, Illinois"
Illinois,Scottville village,116,"Scottville village, Illinois"
Illinois,Bartlett village,41208,"Bartlett village, Illinois"
Illinois,Urbana city,41250,"Urbana city, Illinois"
Illinois,Chrisman city,1343,"Chrisman city, Illinois"
Illinois,Norridge village,14572,"Norridge village, Illinois"
Illinois,Milan village,5099,"Milan village, Illinois"
Illinois,Colona city,5099,"Colona city, Illinois"
Illinois,St. Anne village,1257,"St. Anne village, Illinois"
Illinois,Clayton village,709,"Clayton village, Illinois"
Illinois,Green Valley village,709,"Green Valley village, Illinois"
Illinois,New Salem village,137,"New Salem village, Illinois"
Illinois,Marseilles city,5094,"Marseilles city, Illinois"
Illinois,Browning village,137,"Browning village, Illinois"
Illinois,Flora city,5070,"Flora city, Illinois"
Illinois,Mason town,345,"Mason town, Illinois"
Illinois,Carbon Hill village,345,"Carbon Hill village, Illinois"
Illinois,Lincoln city,14504,"Lincoln city, Illinois"
Illinois,Buffalo Grove village,41496,"Buffalo Grove village, Illinois"
Illinois,New Berlin village,1346,"New Berlin village, Illinois"
Illinois,Emington village,117,"Emington village, Illinois"
Illinois,Farmington city,2448,"Farmington city, Illinois"
Illinois,Tennessee village,115,"Tennessee village, Illinois"
Illinois,Deer Creek village,704,"Deer Creek village, Illinois"
Illinois,Pittsfield city,4576,"Pittsfield city, Illinois"
Illinois,Midlothian village,14819,"Midlothian village, Illinois"
Illinois,Monee village,5148,"Monee village, Illinois"
Illinois,Maunie village,139,"Maunie village, Illinois"
Illinois,Staunton city,5139,"Staunton city, Illinois"
Illinois,Raleigh village,350,"Raleigh village, Illinois"
Illinois,Lincolnwood village,12590,"Lincolnwood village, Illinois"
Illinois,Wayne village,2431,"Wayne village, Illinois"
Illinois,Broadlands village,349,"Broadlands village, Illinois"
Illinois,Cantrall village,139,"Cantrall village, Illinois"
Illinois,Crainville village,1254,"Crainville village, Illinois"
Illinois,North Utica village,1352,"North Utica village, Illinois"
Illinois,Venedy village,138,"Venedy village, Illinois"
Illinois,Raritan village,138,"Raritan village, Illinois"
Illinois,Bethany village,1352,"Bethany village, Illinois"
Illinois,Shiloh village,12651,"Shiloh village, Illinois"
Illinois,Pearl village,138,"Pearl village, Illinois"
Illinois,Niantic village,707,"Niantic village, Illinois"
Illinois,Canton city,14704,"Canton city, Illinois"
Illinois,Channahon village,12560,"Channahon village, Illinois"
Illinois,Lynnville village,117,"Lynnville village, Illinois"
Illinois,Wheaton city,52894,"Wheaton city, Illinois"
Illinois,Rock City village,315,"Rock City village, Illinois"
Illinois,Harmon village,120,"Harmon village, Illinois"
Illinois,St. Augustine village,120,"St. Augustine village, Illinois"
Illinois,Elizabeth village,761,"Elizabeth village, Illinois"
Illinois,Nebo village,340,"Nebo village, Illinois"
Illinois,Ashkum village,761,"Ashkum village, Illinois"
Illinois,Lombard village,43165,"Lombard village, Illinois"
Illinois,Long Creek village,1328,"Long Creek village, Illinois"
Illinois,Chicago Ridge village,14305,"Chicago Ridge village, Illinois"
Illinois,Kewanee city,12916,"Kewanee city, Illinois"
Illinois,Justice village,12926,"Justice village, Illinois"
Illinois,Glen Carbon village,12934,"Glen Carbon village, Illinois"
Illinois,Rantoul village,12941,"Rantoul village, Illinois"
Illinois,Carthage city,2605,"Carthage city, Illinois"
Illinois,Victoria village,316,"Victoria village, Illinois"
Illinois,Sandoval village,1274,"Sandoval village, Illinois"
Illinois,Nora village,121,"Nora village, Illinois"
Illinois,Western Springs village,12975,"Western Springs village, Illinois"
Illinois,Ruma village,317,"Ruma village, Illinois"
Illinois,Carrollton city,2484,"Carrollton city, Illinois"
Illinois,Henry city,2464,"Henry city, Illinois"
Illinois,Germantown village,1269,"Germantown village, Illinois"
Illinois,Ohlman village,135,"Ohlman village, Illinois"
Illinois,Kirkwood village,714,"Kirkwood village, Illinois"
Illinois,Panama village,343,"Panama village, Illinois"
Illinois,Hindsboro village,313,"Hindsboro village, Illinois"
Illinois,Loraine village,313,"Loraine village, Illinois"
Illinois,Fairmont City village,2635,"Fairmont City village, Illinois"
Illinois,Armington village,343,"Armington village, Illinois"
Illinois,Lindenhurst village,14462,"Lindenhurst village, Illinois"
Illinois,Normal town,52497,"Normal town, Illinois"
Illinois,Bluffs village,715,"Bluffs village, Illinois"
Illinois,Valmeyer village,1263,"Valmeyer village, Illinois"
Illinois,Antioch village,14430,"Antioch village, Illinois"
Illinois,Ashland village,1333,"Ashland village, Illinois"
Illinois,Hartsburg village,314,"Hartsburg village, Illinois"
Illinois,Rossville village,1331,"Rossville village, Illinois"
Illinois,Grant Park village,1331,"Grant Park village, Illinois"
Illinois,Seatonville village,314,"Seatonville village, Illinois"
Illinois,Dalzell village,717,"Dalzell village, Illinois"
Illinois,Poplar Grove village,5023,"Poplar Grove village, Illinois"
Illinois,Hoffman Estates village,51895,"Hoffman Estates village, Illinois"
Illinois,Oak Park village,51878,"Oak Park village, Illinois"
Illinois,Villa Grove city,2537,"Villa Grove city, Illinois"
Illinois,Lake Barrington village,4973,"Lake Barrington village, Illinois"
Illinois,Thornton village,2338,"Thornton village, Illinois"
Illinois,Earlville city,1701,"Earlville city, Illinois"
Illinois,Grand Ridge village,560,"Grand Ridge village, Illinois"
Illinois,Makanda village,561,"Makanda village, Illinois"
Illinois,Rankin village,561,"Rankin village, Illinois"
Illinois,Stickney village,6786,"Stickney village, Illinois"
Illinois,Willowbrook village,8540,"Willowbrook village, Illinois"
Illinois,Alorton village,2002,"Alorton village, Illinois"
Illinois,Winthrop Harbor village,6742,"Winthrop Harbor village, Illinois"
Illinois,Strasburg village,467,"Strasburg village, Illinois"
Illinois,Cornell village,467,"Cornell village, Illinois"
Illinois,Chester city,8586,"Chester city, Illinois"
Illinois,Elgin city,108188,"Elgin city, Illinois"
Illinois,Burnt Prairie village,52,"Burnt Prairie village, Illinois"
Illinois,North Riverside village,6672,"North Riverside village, Illinois"
Illinois,Atlanta city,1692,"Atlanta city, Illinois"
Illinois,Harwood Heights village,8612,"Harwood Heights village, Illinois"
Illinois,Delavan city,1689,"Delavan city, Illinois"
Illinois,Belle Prairie City town,54,"Belle Prairie City town, Illinois"
Illinois,Gulf Port village,54,"Gulf Port village, Illinois"
Illinois,Itasca village,8649,"Itasca village, Illinois"
Illinois,Ullin village,463,"Ullin village, Illinois"
Illinois,German Valley village,463,"German Valley village, Illinois"
Illinois,Beecher City village,463,"Beecher City village, Illinois"
Illinois,Pittsburg village,572,"Pittsburg village, Illinois"
Illinois,Indian Creek village,462,"Indian Creek village, Illinois"
Illinois,Buckner village,462,"Buckner village, Illinois"
Illinois,Glencoe village,8723,"Glencoe village, Illinois"
Illinois,Peoria city,115007,"Peoria city, Illinois"
Illinois,Lake Villa village,8741,"Lake Villa village, Illinois"
Illinois,Wapella village,558,"Wapella village, Illinois"
Illinois,Monroe Center village,471,"Monroe Center village, Illinois"
Illinois,Norwood village,478,"Norwood village, Illinois"
Illinois,Industry village,478,"Industry village, Illinois"
Illinois,Chadwick village,551,"Chadwick village, Illinois"
Illinois,Pesotum village,551,"Pesotum village, Illinois"
Illinois,Litchfield city,6939,"Litchfield city, Illinois"
Illinois,Rockdale village,1976,"Rockdale village, Illinois"
Illinois,Carlock village,552,"Carlock village, Illinois"
Illinois,Phillipstown village,44,"Phillipstown village, Illinois"
Illinois,Bellevue village,1978,"Bellevue village, Illinois"
Illinois,Chandlerville village,553,"Chandlerville village, Illinois"
Illinois,Mount Carroll city,1717,"Mount Carroll city, Illinois"
Illinois,Panola village,45,"Panola village, Illinois"
Illinois,Hutsonville village,554,"Hutsonville village, Illinois"
Illinois,Allendale village,475,"Allendale village, Illinois"
Illinois,Marissa village,1979,"Marissa village, Illinois"
Illinois,Cullom village,555,"Cullom village, Illinois"
Illinois,Clarendon Hills village,8427,"Clarendon Hills village, Illinois"
Illinois,Mark village,555,"Mark village, Illinois"
Illinois,Congerville village,474,"Congerville village, Illinois"
Illinois,La Prairie village,47,"La Prairie village, Illinois"
Illinois,Jerseyville city,8465,"Jerseyville city, Illinois"
Illinois,Albion city,1988,"Albion city, Illinois"
Illinois,Athens city,1988,"Athens city, Illinois"
Illinois,Neponset village,473,"Neponset village, Illinois"
Illinois,Springfield city,116250,"Springfield city, Illinois"
Illinois,Gilberts village,6879,"Gilberts village, Illinois"
Illinois,Deer Grove village,48,"Deer Grove village, Illinois"
Illinois,East Dubuque city,1704,"East Dubuque city, Illinois"
Illinois,Versailles village,478,"Versailles village, Illinois"
Illinois,Geneseo city,6586,"Geneseo city, Illinois"
Illinois,Dix village,461,"Dix village, Illinois"
Illinois,Lexington city,2060,"Lexington city, Illinois"
Illinois,Macedonia village,63,"Macedonia village, Illinois"
Illinois,Winfield village,9080,"Winfield village, Illinois"
Illinois,Southern View village,1642,"Southern View village, Illinois"
Illinois,Manito village,1642,"Manito village, Illinois"
Illinois,Roanoke village,2065,"Roanoke village, Illinois"
Illinois,Olney city,9115,"Olney city, Illinois"
Illinois,Neoga city,1636,"Neoga city, Illinois"
Illinois,Schram City village,586,"Schram City village, Illinois"
Illinois,Wilsonville village,586,"Wilsonville village, Illinois"
Illinois,Walshville village,64,"Walshville village, Illinois"
Illinois,Augusta village,587,"Augusta village, Illinois"
Illinois,Murrayville village,587,"Murrayville village, Illinois"
Illinois,Hinckley village,2070,"Hinckley village, Illinois"
Illinois,Exeter village,65,"Exeter village, Illinois"
Illinois,Mill Creek village,65,"Mill Creek village, Illinois"
Illinois,Minonk city,2078,"Minonk city, Illinois"
Illinois,Mound City city,588,"Mound City city, Illinois"
Illinois,Prophetstown city,2080,"Prophetstown city, Illinois"
